"Year","Rank","Song Title","Artist(s)","Lyrics","URL"
"1996","68","Just a Girl","No Doubt","","http://azlyrics.com/lyrics/nodoubt/justagirl.html"
"1996","69","If Your Girl Only Knew","Aaliyah","","http://azlyrics.com/lyrics/aaliyah/ifyourgirlonlyknew.html"
"1996","70","Lady","D'Angelo","","http://azlyrics.com/lyrics/dangelo/lady.html"
"1996","71","Key West Intermezzo (I Saw You First)","John Mellencamp","","http://azlyrics.com/lyrics/johnmellencamp/keywestintermezzoisawyoufirst.html"
"1996","72","Pony","Ginuwine","","http://azlyrics.com/lyrics/ginuwine/pony.html"
"1996","73","Nobody","Keith Sweat featuring Athena Cage","","http://azlyrics.com/lyrics/keithsweatfeaturingathenacage/nobody.html"
"1996","74","Old Man and Me (When I Get To Heaven)","Hootie & the Blowfish","","http://azlyrics.com/lyrics/hootietheblowfish/oldmanandmewhenigettoheaven.html"
"1996","75","If It Makes You Happy","Sheryl Crow","","http://azlyrics.com/lyrics/sherylcrow/ifitmakesyouhappy.html"
"1996","76","As I Lay Me Down","Sophie B. Hawkins","","http://azlyrics.com/lyrics/sophiebhawkins/asilaymedown.html"
"1996","77","Keep On, Keepin' On","MC Lyte featuring Xscape","","http://azlyrics.com/lyrics/mclytefeaturingxscape/keeponkeepinon.html"
"1996","78","Jealousy","Natalie Merchant","","http://azlyrics.com/lyrics/nataliemerchant/jealousy.html"
"1996","79","I Want to Come Over","Melissa Etheridge","","http://azlyrics.com/lyrics/melissaetheridge/iwanttocomeover.html"
"1996","80","Who Do U Love","Deborah Cox","","http://azlyrics.com/lyrics/deborahcox/whodoulove.html"
"1996","81","Un-Break My Heart","Toni Braxton","","http://azlyrics.com/lyrics/tonibraxton/unbreakmyheart.html"
"1996","82","This Is Your Night","Amber","","http://azlyrics.com/lyrics/amber/thisisyournight.html"
"1996","83","You Remind Me of Something","R. Kelly","","http://azlyrics.com/lyrics/rkelly/youremindmeofsomething.html"
"1996","84","Runaway","Janet Jackson","","http://azlyrics.com/lyrics/janetjackson/runaway.html"
"1996","85","Set U Free","Planet Soul","","http://azlyrics.com/lyrics/planetsoul/setufree.html"
"1996","86","Hit Me Off","New Edition","","http://azlyrics.com/lyrics/newedition/hitmeoff.html"
"1996","87","No One Else","Total","","http://azlyrics.com/lyrics/total/nooneelse.html"
"1996","88","My Boo","Ghost Town DJ's","","http://azlyrics.com/lyrics/ghosttowndjs/myboo.html"
"1996","89","Get Money","Junior M.A.F.I.A. featuring The Notorious B.I.G.","","http://azlyrics.com/lyrics/juniormafiafeaturingthenotoriousbig/getmoney.html"
"1996","90","That Girl","Maxi Priest featuring Shaggy","","http://azlyrics.com/lyrics/maxipriestfeaturingshaggy/thatgirl.html"
"1996","91","Po Pimp","Do or Die featuring Twista","","http://azlyrics.com/lyrics/doordiefeaturingtwista/popimp.html"
"1996","92","Until It Sleeps","Metallica","","http://azlyrics.com/lyrics/metallica/untilitsleeps.html"
"1996","93","Hay","Crucial Conflict","","http://azlyrics.com/lyrics/crucialconflict/hay.html"
"1996","94","Beautiful Life","Ace of Base","","http://azlyrics.com/lyrics/aceofbase/beautifullife.html"
"1996","95","Back for Good","Take That","","http://azlyrics.com/lyrics/takethat/backforgood.html"
"1996","96","I Got Id","Pearl Jam","","http://azlyrics.com/lyrics/pearljam/igotid.html"
"1996","97","Soon as I Get Home","Faith Evans","","http://azlyrics.com/lyrics/faithevans/soonasigethome.html"
"1996","98","Macarena","Los del Río","","http://azlyrics.com/lyrics/losdelro/macarena.html"
"1996","99","Only Wanna Be with You","Hootie & the Blowfish","","http://azlyrics.com/lyrics/hootietheblowfish/onlywannabewithyou.html"
"1996","100","Don't Cry","Seal","","http://azlyrics.com/lyrics/seal/dontcry.html"
"1997","1","Something About the Way You Look Tonight"" / ""Candle in the Wind 1997","Elton John","","http://azlyrics.com/lyrics/eltonjohn/somethingaboutthewayyoulooktonightcandleinthewind1997.html"
"1997","2","Foolish Games"" / ""You Were Meant for Me","Jewel","","http://azlyrics.com/lyrics/jewel/foolishgamesyouweremeantforme.html"
"1997","3","I'll Be Missing You","Puff Daddy featuring Faith Evans and 112","","http://azlyrics.com/lyrics/puffdaddyfeaturingfaithevansand112/illbemissingyou.html"
"1997","4","Un-Break My Heart","Toni Braxton","","http://azlyrics.com/lyrics/tonibraxton/unbreakmyheart.html"
"1997","5","Can't Nobody Hold Me Down","Puff Daddy featuring Mase","","http://azlyrics.com/lyrics/puffdaddyfeaturingmase/cantnobodyholdmedown.html"
"1997","6","I Believe I Can Fly","R. Kelly","","http://azlyrics.com/lyrics/rkelly/ibelieveicanfly.html"
"1997","7","Don't Let Go (Love)","En Vogue","","http://azlyrics.com/lyrics/envogue/dontletgolove.html"
"1997","8","Return of the Mack","Mark Morrison","","http://azlyrics.com/lyrics/markmorrison/returnofthemack.html"
"1997","9","How Do I Live","LeAnn Rimes","","http://azlyrics.com/lyrics/leannrimes/howdoilive.html"
"1997","10","Wannabe","Spice Girls","","http://azlyrics.com/lyrics/spicegirls/wannabe.html"
"1997","11","Quit Playing Games (With My Heart)","Backstreet Boys","","http://azlyrics.com/lyrics/backstreetboys/quitplayinggameswithmyheart.html"
"1997","12","MMMBop","Hanson","","http://azlyrics.com/lyrics/hanson/mmmbop.html"
"1997","13","For You I Will","Monica","","http://azlyrics.com/lyrics/monica/foryouiwill.html"
"1997","14","You Make Me Wanna...","Usher","","http://azlyrics.com/lyrics/usher/youmakemewanna.html"
"1997","15","Bitch","Meredith Brooks","","http://azlyrics.com/lyrics/meredithbrooks/bitch.html"
"1997","16","Nobody","Keith Sweat featuring Athena Cage","","http://azlyrics.com/lyrics/keithsweatfeaturingathenacage/nobody.html"
"1997","17","Semi-Charmed Life","Third Eye Blind","","http://azlyrics.com/lyrics/thirdeyeblind/semicharmedlife.html"
"1997","18","Barely Breathing","Duncan Sheik","","http://azlyrics.com/lyrics/duncansheik/barelybreathing.html"
"1997","19","Hard to Say I'm Sorry","Az Yet featuring Peter Cetera","","http://azlyrics.com/lyrics/azyetfeaturingpetercetera/hardtosayimsorry.html"
"1997","20","Mo Money Mo Problems","The Notorious B.I.G. featuring Puff Daddy and Mase","","http://azlyrics.com/lyrics/notoriousbigfeaturingpuffdaddyandmase/momoneymoproblems.html"
"1997","21","The Freshmen","The Verve Pipe","","http://azlyrics.com/lyrics/vervepipe/thefreshmen.html"
"1997","22","I Want You","Savage Garden","","http://azlyrics.com/lyrics/savagegarden/iwantyou.html"
"1997","23","No Diggity","Blackstreet featuring Dr. Dre","","http://azlyrics.com/lyrics/blackstreetfeaturingdrdre/nodiggity.html"
"1997","24","I Belong to You (Every Time I See Your Face)","Rome","","http://azlyrics.com/lyrics/rome/ibelongtoyoueverytimeiseeyourface.html"
"1997","25","Hypnotize","The Notorious B.I.G.","","http://azlyrics.com/lyrics/notoriousbig/hypnotize.html"
"1997","26","Every Time I Close My Eyes","Babyface","","http://azlyrics.com/lyrics/babyface/everytimeiclosemyeyes.html"
"1997","27","In My Bed","Dru Hill","","http://azlyrics.com/lyrics/druhill/inmybed.html"
"1997","28","Say You'll Be There","Spice Girls","","http://azlyrics.com/lyrics/spicegirls/sayyoullbethere.html"
"1997","29","Do You Know (What It Takes)","Robyn","","http://azlyrics.com/lyrics/robyn/doyouknowwhatittakes.html"
"1997","30","4 Seasons of Loneliness","Boyz II Men","","http://azlyrics.com/lyrics/boyziimen/4seasonsofloneliness.html"
"1997","31","G.H.E.T.T.O.U.T.","Changing Faces","","http://azlyrics.com/lyrics/changingfaces/ghettout.html"
"1997","32","Honey","Mariah Carey","","http://azlyrics.com/lyrics/mariahcarey/honey.html"
"1997","33","I Believe in You and Me","Whitney Houston","","http://azlyrics.com/lyrics/whitneyhouston/ibelieveinyouandme.html"
"1997","34","Da' Dip","Freak Nasty","","http://azlyrics.com/lyrics/freaknasty/dadip.html"
"1997","35","2 Become 1","Spice Girls","","http://azlyrics.com/lyrics/spicegirls/2become1.html"
"1997","36","All for You","Sister Hazel","","http://azlyrics.com/lyrics/sisterhazel/allforyou.html"
"1997","37","Cupid","112","","http://azlyrics.com/lyrics/112/cupid.html"
"1997","38","Where Have All the Cowboys Gone?","Paula Cole","","http://azlyrics.com/lyrics/paulacole/wherehaveallthecowboysgone.html"
"1997","39","Sunny Came Home","Shawn Colvin","","http://azlyrics.com/lyrics/shawncolvin/sunnycamehome.html"
"1997","40","It's Your Love","Tim McGraw and Faith Hill","","http://azlyrics.com/lyrics/timmcgrawandfaithhill/itsyourlove.html"
"1997","41","Ooh Aah... Just a Little Bit","Gina G","","http://azlyrics.com/lyrics/ginag/oohaahjustalittlebit.html"
"1997","42","Mouth","Merril Bainbridge","","http://azlyrics.com/lyrics/merrilbainbridge/mouth.html"
"1997","43","All Cried Out","Allure featuring 112","","http://azlyrics.com/lyrics/allurefeaturing112/allcriedout.html"
"1997","44","I'm Still in Love with You","New Edition","","http://azlyrics.com/lyrics/newedition/imstillinlovewithyou.html"
"1997","45","Invisible Man","98 Degrees","","http://azlyrics.com/lyrics/98degrees/invisibleman.html"
"1997","46","Not Tonight","Lil' Kim featuring Da Brat, Left Eye, Missy Elliott and Angie Martinez","","http://azlyrics.com/lyrics/lilkimfeaturingdabratlefteyemissyelliottandangiemartinez/nottonight.html"
"1997","47","Look into My Eyes","Bone Thugs-n-Harmony","","http://azlyrics.com/lyrics/bonethugsnharmony/lookintomyeyes.html"
"1997","48","Get It Together","702","","http://azlyrics.com/lyrics/702/getittogether.html"
"1997","49","All by Myself","Celine Dion","","http://azlyrics.com/lyrics/celinedion/allbymyself.html"
"1997","50","It's All Coming Back to Me Now","Celine Dion","","http://azlyrics.com/lyrics/celinedion/itsallcomingbacktomenow.html"
"1997","51","My Love Is the Shhh!","Somethin' for the People featuring Trina & Tamara","","http://azlyrics.com/lyrics/somethinforthepeoplefeaturingtrinatamara/myloveistheshhh.html"
"1997","52","Where Do You Go","No Mercy","","http://azlyrics.com/lyrics/nomercy/wheredoyougo.html"
"1997","53","I Finally Found Someone","Barbra Streisand and Bryan Adams","","http://azlyrics.com/lyrics/barbrastreisandandbryanadams/ifinallyfoundsomeone.html"
"1997","54","I'll Be","Foxy Brown featuring Jay-Z","","http://azlyrics.com/lyrics/foxybrownfeaturingjayz/illbe.html"
"1997","55","If It Makes You Happy","Sheryl Crow","","http://azlyrics.com/lyrics/sherylcrow/ifitmakesyouhappy.html"
"1997","56","Never Make a Promise","Dru Hill","","http://azlyrics.com/lyrics/druhill/nevermakeapromise.html"
"1997","57","When You Love a Woman","Journey","","http://azlyrics.com/lyrics/journey/whenyouloveawoman.html"
"1997","58","Up Jumps da Boogie","Timbaland & Magoo featuring Missy Elliott and Aaliyah","","http://azlyrics.com/lyrics/timbalandmagoofeaturingmissyelliottandaaliyah/upjumpsdaboogie.html"
"1997","59","I Don't Want To"" / ""I Love Me Some Him","Toni Braxton","","http://azlyrics.com/lyrics/tonibraxton/idontwanttoilovemesomehim.html"
"1997","60","Everyday Is a Winding Road","Sheryl Crow","","http://azlyrics.com/lyrics/sherylcrow/everydayisawindingroad.html"
"1997","61","Cold Rock a Party","MC Lyte","","http://azlyrics.com/lyrics/mclyte/coldrockaparty.html"
"1997","62","Pony","Ginuwine","","http://azlyrics.com/lyrics/ginuwine/pony.html"
"1997","63","Building a Mystery","Sarah McLachlan","","http://azlyrics.com/lyrics/sarahmclachlan/buildingamystery.html"
"1997","64","I Love You Always Forever","Donna Lewis","","http://azlyrics.com/lyrics/donnalewis/iloveyoualwaysforever.html"
"1997","65","Your Woman","White Town","","http://azlyrics.com/lyrics/whitetown/yourwoman.html"
"1997","66","C U When U Get There","Coolio featuring 40 Thevz","","http://azlyrics.com/lyrics/cooliofeaturing40thevz/cuwhenugetthere.html"
"1997","67","Change the World","Eric Clapton","","http://azlyrics.com/lyrics/ericclapton/changetheworld.html"
"1997","68","My Baby Daddy","B-Rock and the Bizz","","http://azlyrics.com/lyrics/brockandthebizz/mybabydaddy.html"
"1997","69","Tubthumping","Chumbawamba","","http://azlyrics.com/lyrics/chumbawamba/tubthumping.html"
"1997","70","Gotham City","R. Kelly","","http://azlyrics.com/lyrics/rkelly/gothamcity.html"
"1997","71","Last Night","Az Yet","","http://azlyrics.com/lyrics/azyet/lastnight.html"
"1997","72","ESPN Presents The Jock Jam","Various Artists","","http://azlyrics.com/lyrics/variousartists/espnpresentsthejockjam.html"
"1997","73","Big Daddy","Heavy D","","http://azlyrics.com/lyrics/heavyd/bigdaddy.html"
"1997","74","What About Us","Total","","http://azlyrics.com/lyrics/total/whataboutus.html"
"1997","75","Smile","Scarface featuring 2Pac and Johnny P.","","http://azlyrics.com/lyrics/scarfacefeaturing2pacandjohnnyp/smile.html"
"1997","76","What's on Tonight","Montell Jordan","","http://azlyrics.com/lyrics/montelljordan/whatsontonight.html"
"1997","77","Secret Garden","Bruce Springsteen","","http://azlyrics.com/lyrics/brucespringsteen/secretgarden.html"
"1997","78","The One I Gave My Heart To","Aaliyah","","http://azlyrics.com/lyrics/aaliyah/theoneigavemyheartto.html"
"1997","79","Fly Like an Eagle","Seal","","http://azlyrics.com/lyrics/seal/flylikeaneagle.html"
"1997","80","No Time","Lil' Kim featuring Puff Daddy","","http://azlyrics.com/lyrics/lilkimfeaturingpuffdaddy/notime.html"
"1997","81","Naked Eye","Luscious Jackson","","http://azlyrics.com/lyrics/lusciousjackson/nakedeye.html"
"1997","82","Macarena (Bayside Boys Mix)","Los del Río","","http://azlyrics.com/lyrics/losdelro/macarenabaysideboysmix.html"
"1997","83","On & On","Erykah Badu","","http://azlyrics.com/lyrics/erykahbadu/onon.html"
"1997","84","Don't Wanna Be a Player","Joe","","http://azlyrics.com/lyrics/joe/dontwannabeaplayer.html"
"1997","85","I Shot the Sheriff","Warren G","","http://azlyrics.com/lyrics/warreng/ishotthesheriff.html"
"1997","86","You Should Be Mine (Don't Waste Your Time)","Brian McKnight featuring Mase","","http://azlyrics.com/lyrics/brianmcknightfeaturingmase/youshouldbeminedontwasteyourtime.html"
"1997","87","Don't Cry for Me Argentina","Madonna","","http://azlyrics.com/lyrics/madonna/dontcryformeargentina.html"
"1997","88","Someone","SWV and Puff Daddy","","http://azlyrics.com/lyrics/swvandpuffdaddy/someone.html"
"1997","89","Go the Distance","Michael Bolton","","http://azlyrics.com/lyrics/michaelbolton/gothedistance.html"
"1997","90","One More Time","Real McCoy","","http://azlyrics.com/lyrics/realmccoy/onemoretime.html"
"1997","91","Butta Love","Next","","http://azlyrics.com/lyrics/next/buttalove.html"
"1997","92","Coco Jambo","Mr. President","","http://azlyrics.com/lyrics/mrpresident/cocojambo.html"
"1997","93","Twisted","Keith Sweat","","http://azlyrics.com/lyrics/keithsweat/twisted.html"
"1997","94","Barbie Girl","Aqua","","http://azlyrics.com/lyrics/aqua/barbiegirl.html"
"1997","95","When You're Gone"" / ""Free to Decide","The Cranberries","","http://azlyrics.com/lyrics/cranberries/whenyouregonefreetodecide.html"
"1997","96","Let Me Clear My Throat","DJ Kool","","http://azlyrics.com/lyrics/djkool/letmeclearmythroat.html"
"1997","97","I Like It","The Blackout All-Stars","","http://azlyrics.com/lyrics/blackoutallstars/ilikeit.html"
"1997","98","You're Makin' Me High"" / ""Let It Flow","Toni Braxton","","http://azlyrics.com/lyrics/tonibraxton/youremakinmehighletitflow.html"
"1997","99","You Must Love Me","Madonna","","http://azlyrics.com/lyrics/madonna/youmustloveme.html"
"1997","100","Let It Go","Ray J","","http://azlyrics.com/lyrics/rayj/letitgo.html"
"1998","1","Too Close","Next","","http://azlyrics.com/lyrics/next/tooclose.html"
"1998","2","The Boy Is Mine","Brandy and Monica","","http://azlyrics.com/lyrics/brandyandmonica/theboyismine.html"
"1998","3","You're Still the One","Shania Twain","","http://azlyrics.com/lyrics/shaniatwain/yourestilltheone.html"
"1998","4","Truly Madly Deeply","Savage Garden","","http://azlyrics.com/lyrics/savagegarden/trulymadlydeeply.html"
"1998","5","How Do I Live","LeAnn Rimes","","http://azlyrics.com/lyrics/leannrimes/howdoilive.html"
"1998","6","Together Again","Janet","","http://azlyrics.com/lyrics/janet/togetheragain.html"
"1998","7","All My Life","K-Ci & JoJo","","http://azlyrics.com/lyrics/kcijojo/allmylife.html"
"1998","8","Candle in the Wind 1997","Elton John","","http://azlyrics.com/lyrics/eltonjohn/candleinthewind1997.html"
"1998","9","Nice & Slow","Usher","","http://azlyrics.com/lyrics/usher/niceslow.html"
"1998","10","I Don't Want to Wait","Paula Cole","","http://azlyrics.com/lyrics/paulacole/idontwanttowait.html"
"1998","11","How's It Going to Be","Third Eye Blind","","http://azlyrics.com/lyrics/thirdeyeblind/howsitgoingtobe.html"
"1998","12","No, No, No","Destiny's Child","","http://azlyrics.com/lyrics/destinyschild/nonono.html"
"1998","13","My Heart Will Go On","Celine Dion","","http://azlyrics.com/lyrics/celinedion/myheartwillgoon.html"
"1998","14","Gettin' Jiggy wit It","Will Smith","","http://azlyrics.com/lyrics/willsmith/gettinjiggywitit.html"
"1998","15","You Make Me Wanna...","Usher","","http://azlyrics.com/lyrics/usher/youmakemewanna.html"
"1998","16","My Way","Usher","","http://azlyrics.com/lyrics/usher/myway.html"
"1998","17","My All","Mariah Carey","","http://azlyrics.com/lyrics/mariahcarey/myall.html"
"1998","18","The First Night","Monica","","http://azlyrics.com/lyrics/monica/thefirstnight.html"
"1998","19","Been Around the World","Puff Daddy featuring The Notorious B.I.G. and Mase","","http://azlyrics.com/lyrics/puffdaddyfeaturingthenotoriousbigandmase/beenaroundtheworld.html"
"1998","20","Adia","Sarah McLachlan","","http://azlyrics.com/lyrics/sarahmclachlan/adia.html"
"1998","21","Crush","Jennifer Paige","","http://azlyrics.com/lyrics/jenniferpaige/crush.html"
"1998","22","Everybody (Backstreet's Back)","Backstreet Boys","","http://azlyrics.com/lyrics/backstreetboys/everybodybackstreetsback.html"
"1998","23","I Don't Want to Miss a Thing","Aerosmith","","http://azlyrics.com/lyrics/aerosmith/idontwanttomissathing.html"
"1998","24","Body Bumpin' (Yippie-Yi-Yo)","Public Announcement","","http://azlyrics.com/lyrics/publicannouncement/bodybumpinyippieyiyo.html"
"1998","25","This Kiss","Faith Hill","","http://azlyrics.com/lyrics/faithhill/thiskiss.html"
"1998","26","I Don't Ever Want to See You Again","Uncle Sam","","http://azlyrics.com/lyrics/unclesam/idonteverwanttoseeyouagain.html"
"1998","27","Let's Ride","Montell Jordan featuring Master P and Silkk the Shocker","","http://azlyrics.com/lyrics/montelljordanfeaturingmasterpandsilkktheshocker/letsride.html"
"1998","28","Sex and Candy","Marcy Playground","","http://azlyrics.com/lyrics/marcyplayground/sexandcandy.html"
"1998","29","Show Me Love","Robyn","","http://azlyrics.com/lyrics/robyn/showmelove.html"
"1998","30","A Song for Mama","Boyz II Men","","http://azlyrics.com/lyrics/boyziimen/asongformama.html"
"1998","31","What You Want","Mase featuring Total","","http://azlyrics.com/lyrics/masefeaturingtotal/whatyouwant.html"
"1998","32","Frozen","Madonna","","http://azlyrics.com/lyrics/madonna/frozen.html"
"1998","33","Gone till November","Wyclef Jean","","http://azlyrics.com/lyrics/wyclefjean/gonetillnovember.html"
"1998","34","My Body","LSG","","http://azlyrics.com/lyrics/lsg/mybody.html"
"1998","35","Tubthumping","Chumbawamba","","http://azlyrics.com/lyrics/chumbawamba/tubthumping.html"
"1998","36","Deja Vu (Uptown Baby)","Lord Tariq and Peter Gunz","","http://azlyrics.com/lyrics/lordtariqandpetergunz/dejavuuptownbaby.html"
"1998","37","I Want You Back","'N Sync","","http://azlyrics.com/lyrics/nsync/iwantyouback.html"
"1998","38","When the Lights Go Out","Five","","http://azlyrics.com/lyrics/five/whenthelightsgoout.html"
"1998","39","They Don't Know","Jon B.","","http://azlyrics.com/lyrics/jonb/theydontknow.html"
"1998","40","Make 'Em Say Uhh!","Master P featuring Fiend, Silkk the Shocker, Mia X and Mystikal","","http://azlyrics.com/lyrics/masterpfeaturingfiendsilkktheshockermiaxandmystikal/makeemsayuhh.html"
"1998","41","Make It Hot","Nicole featuring Missy Elliott and Mocha","","http://azlyrics.com/lyrics/nicolefeaturingmissyelliottandmocha/makeithot.html"
"1998","42","Never Ever","All Saints","","http://azlyrics.com/lyrics/allsaints/neverever.html"
"1998","43","I Get Lonely","Janet Jackson featuring Blackstreet","","http://azlyrics.com/lyrics/janetjacksonfeaturingblackstreet/igetlonely.html"
"1998","44","Feel So Good","Mase featuring Kelly Price","","http://azlyrics.com/lyrics/masefeaturingkellyprice/feelsogood.html"
"1998","45","Say It","Voices of Theory","","http://azlyrics.com/lyrics/voicesoftheory/sayit.html"
"1998","46","Kiss the Rain","Billie Myers","","http://azlyrics.com/lyrics/billiemyers/kisstherain.html"
"1998","47","Come with Me","Puff Daddy featuring Jimmy Page","","http://azlyrics.com/lyrics/puffdaddyfeaturingjimmypage/comewithme.html"
"1998","48","Romeo and Juliet","Sylk-E. Fyne featuring Chill","","http://azlyrics.com/lyrics/sylkefynefeaturingchill/romeoandjuliet.html"
"1998","49","It's All About Me","Mýa and Sisqo","","http://azlyrics.com/lyrics/maandsisqo/itsallaboutme.html"
"1998","50","I Will Come to You","Hanson","","http://azlyrics.com/lyrics/hanson/iwillcometoyou.html"
"1998","51","One Week","Barenaked Ladies","","http://azlyrics.com/lyrics/barenakedladies/oneweek.html"
"1998","52","Swing My Way","K. P. & Envyi","","http://azlyrics.com/lyrics/kpenvyi/swingmyway.html"
"1998","53","The Arms of the One Who Loves You","Xscape","","http://azlyrics.com/lyrics/xscape/thearmsoftheonewholovesyou.html"
"1998","54","My Love Is the Shhh!","Somethin' for the People featuring Trina & Tamara","","http://azlyrics.com/lyrics/somethinforthepeoplefeaturingtrinatamara/myloveistheshhh.html"
"1998","55","Daydreamin'","Tatyana Ali","","http://azlyrics.com/lyrics/tatyanaali/daydreamin.html"
"1998","56","We're Not Making Love No More","Dru Hill","","http://azlyrics.com/lyrics/druhill/werenotmakinglovenomore.html"
"1998","57","Semi-Charmed Life","Third Eye Blind","","http://azlyrics.com/lyrics/thirdeyeblind/semicharmedlife.html"
"1998","58","I Do","Lisa Loeb","","http://azlyrics.com/lyrics/lisaloeb/ido.html"
"1998","59","Lookin' at Me","Mase featuring Puff Daddy","","http://azlyrics.com/lyrics/masefeaturingpuffdaddy/lookinatme.html"
"1998","60","Looking Through Your Eyes","LeAnn Rimes","","http://azlyrics.com/lyrics/leannrimes/lookingthroughyoureyes.html"
"1998","61","Lately","Divine","","http://azlyrics.com/lyrics/divine/lately.html"
"1998","62","Quit Playing Games (With My Heart)","Backstreet Boys","","http://azlyrics.com/lyrics/backstreetboys/quitplayinggameswithmyheart.html"
"1998","63","I Still Love You","Next","","http://azlyrics.com/lyrics/next/istillloveyou.html"
"1998","64","Time After Time","INOJ","","http://azlyrics.com/lyrics/inoj/timeaftertime.html"
"1998","65","Are You Jimmy Ray?","Jimmy Ray","","http://azlyrics.com/lyrics/jimmyray/areyoujimmyray.html"
"1998","66","Cruel Summer","Ace of Base","","http://azlyrics.com/lyrics/aceofbase/cruelsummer.html"
"1998","67","I Got the Hook Up","Master P featuring Sons of Funk","","http://azlyrics.com/lyrics/masterpfeaturingsonsoffunk/igotthehookup.html"
"1998","68","Victory","Puff Daddy featuring The Notorious B.I.G. and Busta Rhymes","","http://azlyrics.com/lyrics/puffdaddyfeaturingthenotoriousbigandbustarhymes/victory.html"
"1998","69","Too Much","Spice Girls","","http://azlyrics.com/lyrics/spicegirls/toomuch.html"
"1998","70","Ghetto Supastar (That Is What You Are)","Pras Michel featuring Ol' Dirty Bastard and Mýa","","http://azlyrics.com/lyrics/prasmichelfeaturingoldirtybastardandma/ghettosupastarthatiswhatyouare.html"
"1998","71","How Deep Is Your Love","Dru Hill featuring Redman","","http://azlyrics.com/lyrics/druhillfeaturingredman/howdeepisyourlove.html"
"1998","72","Friend of Mine","Kelly Price featuring R. Kelly and Ron Isley","","http://azlyrics.com/lyrics/kellypricefeaturingrkellyandronisley/friendofmine.html"
"1998","73","Turn It Up (Remix)/Fire It Up","Busta Rhymes","","http://azlyrics.com/lyrics/bustarhymes/turnitupremixfireitup.html"
"1998","74","I'll Be","Edwin McCain","","http://azlyrics.com/lyrics/edwinmccain/illbe.html"
"1998","75","Ray of Light","Madonna","","http://azlyrics.com/lyrics/madonna/rayoflight.html"
"1998","76","All for You","Sister Hazel","","http://azlyrics.com/lyrics/sisterhazel/allforyou.html"
"1998","77","Touch It","Monifah","","http://azlyrics.com/lyrics/monifah/touchit.html"
"1998","78","Money, Power & Respect","The LOX featuring DMX and Lil' Kim","","http://azlyrics.com/lyrics/loxfeaturingdmxandlilkim/moneypowerrespect.html"
"1998","79","Bitter Sweet Symphony","The Verve","","http://azlyrics.com/lyrics/verve/bittersweetsymphony.html"
"1998","80","Dangerous","Busta Rhymes","","http://azlyrics.com/lyrics/bustarhymes/dangerous.html"
"1998","81","Spice Up Your Life","Spice Girls","","http://azlyrics.com/lyrics/spicegirls/spiceupyourlife.html"
"1998","82","Because of You","98 Degrees","","http://azlyrics.com/lyrics/98degrees/becauseofyou.html"
"1998","83","The Mummers' Dance","Loreena McKennitt","","http://azlyrics.com/lyrics/loreenamckennitt/themummersdance.html"
"1998","84","All Cried Out","Allure featuring 112","","http://azlyrics.com/lyrics/allurefeaturing112/allcriedout.html"
"1998","85","Still Not a Player","Big Pun featuring Joe","","http://azlyrics.com/lyrics/bigpunfeaturingjoe/stillnotaplayer.html"
"1998","86","The One I Gave My Heart To","Aaliyah","","http://azlyrics.com/lyrics/aaliyah/theoneigavemyheartto.html"
"1998","87","Foolish Games"" / ""You Were Meant for Me","Jewel","","http://azlyrics.com/lyrics/jewel/foolishgamesyouweremeantforme.html"
"1998","88","Love You Down","INOJ","","http://azlyrics.com/lyrics/inoj/loveyoudown.html"
"1998","89","Do for Love","2Pac featuring Eric Williams","","http://azlyrics.com/lyrics/2pacfeaturingericwilliams/doforlove.html"
"1998","90","Raise the Roof","Luke featuring No Good But So Good","","http://azlyrics.com/lyrics/lukefeaturingnogoodbutsogood/raisetheroof.html"
"1998","91","Heaven","Nu Flavor","","http://azlyrics.com/lyrics/nuflavor/heaven.html"
"1998","92","The Party Continues","Jermaine Dupri featuring Da Brat and Usher","","http://azlyrics.com/lyrics/jermaineduprifeaturingdabratandusher/thepartycontinues.html"
"1998","93","Sock It 2 Me","Missy Elliott featuring Da Brat","","http://azlyrics.com/lyrics/missyelliottfeaturingdabrat/sockit2me.html"
"1998","94","Butta Love","Next","","http://azlyrics.com/lyrics/next/buttalove.html"
"1998","95","A Rose Is Still a Rose","Aretha Franklin","","http://azlyrics.com/lyrics/arethafranklin/aroseisstillarose.html"
"1998","96","4 Seasons of Loneliness","Boyz II Men","","http://azlyrics.com/lyrics/boyziimen/4seasonsofloneliness.html"
"1998","97","Father","LL Cool J","","http://azlyrics.com/lyrics/llcoolj/father.html"
"1998","98","Thinkin' Bout It","Gerald Levert","","http://azlyrics.com/lyrics/geraldlevert/thinkinboutit.html"
"1998","99","Nobody's Supposed to Be Here","Deborah Cox","","http://azlyrics.com/lyrics/deborahcox/nobodyssupposedtobehere.html"
"1998","100","Westside","TQ","","http://azlyrics.com/lyrics/tq/westside.html"
"1999","1","Believe","Cher","","http://azlyrics.com/lyrics/cher/believe.html"
"1999","2","No Scrubs","TLC","","http://azlyrics.com/lyrics/tlc/noscrubs.html"
"1999","3","Angel of Mine","Monica","","http://azlyrics.com/lyrics/monica/angelofmine.html"
"1999","4","Heartbreak Hotel","Whitney Houston featuring Faith Evans and Kelly Price","","http://azlyrics.com/lyrics/whitneyhoustonfeaturingfaithevansandkellyprice/heartbreakhotel.html"
"1999","5","...Baby One More Time","Britney Spears","","http://azlyrics.com/lyrics/britneyspears/babyonemoretime.html"
